movie,sentence,score
봄날은 간다,"20년만에 다시 영화를 틀었는데, 20년전 지나가버린 줄만 알았던 내 마음이 덩그러니 빈 방에 남아버렸다. 영화는 끝나버렸는데..오래된 내 마음과 나이든 내 모습이 조우하는 우연치않은 밤. ",10
우리 집에 왜 왔니,이걸 어떻게 몰라봤지…. 여운이 정말 오래 남는 수작.. ,10
알.이.씨,티비에서 하길래 우연히봤는데 몰입감은 좋고 킬링타임용으로 ㅍㅌㅊ인데 좀비보다 여주가 더 무서움 ,6
어쩌다 로맨스,난해함 재미없음 뭔지모르겠음 ,2
이터널스,개재밌네 누가 노잼이랬냐 그냥 보세요 마블영화는 실망 안시킴 ,10
걸캅스,평점 미침?패미 ㄴ들 화력보소 ㄷㄷㄷ ,1
고양이에게 밥을 주지 마세요,발작하는 도태남들 너무 나무라지 마세요… 전두엽이 손상돼서 이러는거래요; 평생 벌레 취급만 받는 불쌍한 인생들입니다 ㅠㅠ 측은… 얼마나 현실에서 이룬게 없으면 고양이한테 열등감을 표출할까요? ,10
듄,영화의 명작을 보았습니다 ,10
듄,모든게 완벽하네요. 멋지고 진지하고 재밌고 영상미에 액션에 극장가서 보세요. ,10
싱크홀,"싱크홀로 지반만 무너지는 게 아니라는 걸 알려준 영화. 캐릭터성도 붕괴하고, 스토리도 붕괴하고, 개연성도 붕괴하고, 감동도 붕괴하고, 웃음도 붕괴하고, 결말도 붕괴한다. 이게 진심으로 재밌다면 나는 세상을 더 즐겁게 살았겠지. 네 명이서 봤는데 끝나고서 한 시간 동안 어느 부분이 가장 개연성이 없었는지로 토론을 했다. ",1
알.이.씨,리포터 소리에 좀비가 다 달려듬 개짜증나는 영화임 ,2
본 슈프리머시,맷 데먼 개멋있다 ㅠㅠ 개멋있어서 10점이요 ㅠㅠ ,10
장르만 로맨스,평점이 좀 낮은 것 같은데 전 너무 재밌게 봤어요~~신선했어요! ,10
랑종,영화 퀄리티에 비해 광고를 너무 과하게 함 .... 차라리 광고 그렇게 안했으면 욕 덜먹었을듯..겁찔이들 끼리 보면 좋을 영화 ..^^ ,1
듄,지루하다고 한 사람들 누구?? 존잼입니다 ㅜㅜ 다음편 얼른 보고싶다... ,10
싱크홀,"이상한 유머코드와 신파까지는 참을 수 있는데, 앞뒤 구분없는 스토리 전개와 개연성 상실은 정말 안타깝네요.  김성균 아들이 따라갔던 형아는 왜 갑자기 죽어있는거죠? 전화기가 내려온 급박한 순간 광수가 갑자기 직원 선물 챙겨주라는 무서운 전개 엉? ",2
디어 에반 핸슨,스토리 산으로 간다... ,2
이터널스,왜 평점이 낮은 건지 이해 안됨. 마블 영화 중 중간 이상의 영화임 ,10
행복을 찾아서,오랜만에 울었습니다... ,10
장르만 로맨스,대사가 잘 안 들르지만 내용은 괜찮았습니다. ,6
007 노 타임 투 다이,"다니엘 크레이그의 액션이 그리울거 같네요. 개인적으로 쿠바 파티장면, 바다위 배탈출 장면, 런던본부로 돌아와서 방문자 뱃지받는 장면, 그리고 스펙터의 우두머리 만나는 장면, 안개낀 숲에서 총격전, 섬에서의 마지막 활약  버릴거없이 완벽했다고 생각합니다. ",10
더 배드 배치,충격받고 아직도 생각하면 괴로움. 장르가 멜로라구욧? ,1
장르만 로맨스,"완벽한 영화라고 말하긴 어렵고, 등장인물 대부분의 나사가 빠져있지만 괜찮은 영화다. 본다는 사람이 있으면 추천할 것이다. 내 글에 공감하는 사람이라면 즐겁게 볼 법하고, 공감하지 않더라도 가볍게 보기 좋다. 이 영화에서 가장 좋은 캐릭터는 '유진'이다. 사회적 소수자인 캐릭터인데 마냥 불쌍하지도 않고(그를 둘러싼 상황은 충분히 절망스러울 법한데도.) 매우 명랑하다. 솔직하게 사랑한다고 말하지만 절대 강요하지 않는 게 매력이다. 다른 드라마였다면 마냥 진부했을 주인공과 관련 인물의 관계성도, 성소수자가 익숙하지 않은 사람들에게 분위기를 환기시켜줄 수 있는 요소로 작용했기 때문에 납득할 수 있었다. 유진이라는 캐릭터를 위한 장치로만 활용되지 않아서 더욱 그러하다. 가장 좋았던 대사는 역시 '사랑을 평가하고 재단할 수 있는지', '중요한 건 내가 사랑하는 사람이 나를 사랑하느냐와, 나를 사랑하는 사람을 내가 사랑하느냐다'다. 내 신조가 이것이라 이 대사들이 참 가슴에 와닿았고, 공감 받는 기분이 들었다. 이렇게 생각하는 사람들이 더 많아졌으면 싶다. ",10
멀홀랜드 드라이브,해석은 각자 다르겠지만 정신적으로 불안함이 극에 달하는 사람의 입장에서의 과대망상으로 나에게는 비쳐줬고 전반부의 내용들은 극중 주인공의 심리상태들의 파편이 꿈과 망상의 형태로 재해석 된 하나의 이야기로 보였다. ,9
이터널스,영화 끝나고 생각나는장면도 없고 그렇다고 액션이 화려한것도아니고 요근래 본 영화중 최악이네요 ,2
듄,진짜 중간에 나갈까 생각 많이했다 평점 좋길래 재밌을 줄 알았지 난 진짜 재미없다 솔직히  돈주고 이걸 왜 봐야하나 싶다 사막을 관찰하고 싶다면 추천한다 ,1
007 노 타임 투 다이,재밋어요 또 보고 싶네요 ,10
"고산자, 대동여지도",우리나라가 참으로 너무 아름답습니다. 고생 너무 많으셨습니다. ,10
듄,몆가지 아쉬운점이 있지만 존잼 ,9
이터널스,와 란말밖에 어후;;;; ,2
우리는 모두 어른이 될 수 없었다,"두번 보면 더 와닿는 영화. 옛사랑이, 옛기억이, 옛부끄러움이 다시 기억나게 하는, 볼때 보다 보고나니 만족하는 시간.크래딧 다 올라가고 새로운 아침인건.우리는 모두 어른이.... 어른이 되가는중이라고 느껴짐. ",8
랑종,어쩔티비저쩔티비.. ,1
샹치와 텐 링즈의 전설,마블역대최악의영화... ,2
알.이.씨,애우 몹시 아주 귀따가운 영화네요. ,4
장르만 로맨스,생각보다 평이 재각각이네요 저한테는 정말 인생 영화였습니다.. 영화관에서 이렇게 웃고 엉엉 운 적은 처음이였어요 ,10
듄,영화 상영시간에 비해 스토리 전개도 짧고내용도 없고 2시간 50분이 아깝다알바 댓글에 속지 마세요다들 자다 일어난 얼굴이었음불면증있는분 영화보시면 나아지실듯 ,2
디어 에반 핸슨,싸구려감성.~~니까 괜찮아식 구성이 전지구적 문제였구나 ,2
이터널스,움....음... 오프닝만 살리고 다시 찍어 주면 안 될까? ,3
사랑한다면 이들처럼,사랑한다면 이들처럼 하진 말아야 할 것 같은데 ,6
알.이.씨,좀비 있는데 저렇게 소리치는 영화는 처음보네 ,4
샹치와 텐 링즈의 전설,양조위... 양조위 최고...샤링 최고... 캐스팅 너무 좋아요... ,10
헌터 킬러,사나이 가슴에 뜨거운 무언가.. ,8
듄,"이 영화 재밌다고 하는 사람들 심보가 궁금합니다. 나도 재미없으니 다른 사람들도 꼭 보고 시간 낭비하라는건지. 평점 높아서 봤는데 음악으로 따지면 홍대병 심하게 걸린 사람이 듣는 인디음악 같은 느낌.갑자기 등장하는 몽환적인 화면에, 알수없는 대사, 뭔 소린지 알수없는 음악까지.의미는 하나도 없는 장면이 반복되고, 그냥 멋있어 보이려고 한장면 한장면 따로 찍어 놓은 영화 ",2
샹치와 텐 링즈의 전설,"하 내가 뭘본거지,,,, ",2
싱크홀,깨알재미있음.딜라이브로 봤는데 ㅎㅎ ,10
고장난 론,기대를 너무 많이 하고 봤나봐요.. 그래도 재미는 있습니당 ,7
이터널스,1점도 주기 아깝다 간만에 쓰레기영화봤네 ,1
디어 에반 핸슨,그래도 볼만한 영화임 ,8
디어 에반 핸슨,딱 제취향 뻔한데 제 취향임 ,10
샹치와 텐 링즈의 전설,"지금까지 항상 지겹게 봐왔던 전개. 대신 헐리웃에 화려한 CG액션씬만은 볼만했다. 북미에서 자란 시무와 아콰피나, 연기경력 오래된 양조위,양자경을 제외하면 출연한 중국배우들 대다수가 연기력이 어색함. 특히 그 여동생역. 이럴거면 수현이나 다시 복귀시켜라. 중국에게 잘보일려고 단행본도 근래에 샹치시리즈로 더  밀어주고 있고 비인기 캐릭터였던 샹치를 어벤져스에도 집어넣은듯한 인상. ",5
장르만 로맨스,"웃음만을 기대했다면 오산! 유쾌한 전개이면서도 서로 다른 가치관에 대한 존중과, 사랑과 관계에 관한 근본적 의미를 되새기게 되는 작품. 극의 중점에서 몰입감을 책임지는 명품연기 류승룡님과 신예 유진역 두 분이 주인공이 아닐까? 그 관계가 비록 일방적이거나 소수의 그것이라 할지라도 사랑이라는 순수하고 아름다운 감정을 인정하고 존중하며, 그 의미는 크게 다르지 않다고 말하고 있는 영화라는 점에서 전혀 거부감 없이, 기존의 다양성을 다룬 영화와 차별점을 느꼈다.유쾌함 속에서 문득 내 마음속의 순수를 돌아본 시간 ",10
이터널스,Made in china 같음. 진짜 최악임 ,1
원 데이,너무 예쁜 사랑이야기 ㅎㅎ  물론 여자가 조금 더 마음아픈 사랑이야기였지만 ㅠㅠ남ㅈㅏ는 깨닫는데 시간이 오래걸리는 ,10
머니볼,야구 본적도 없었는데 진짜 재밌게 봤음 ,10
귀멸의 칼날: 나타구모산 편 ,벽력일섬 6연이랑 히노카미 카구라를 큰 화면으로 볼 수 있는 찬스 ,10
싱크홀,이거 평점 왜이리 낮아요? 이해안됨 엄청 재밌게 봤어요 무거운영화인줄 알고 뻔하겠네 했지만 극한직업만큼 재밌게 봤습니당~~~ 강추드려요~~~♡♡♡ 이거 재미없다는분들은 뭘 보더라도 다 재미없다고 하실분들이세요 그런분들 믿거 하세요~~~ ,10
캡틴 마블,잉 난 즐겁게 보았는데 머지ㅜㅜ ,10
헌츠맨: 윈터스 워,1편보다는 나은 듯... ,10
장르만 로맨스,"적당히 웃기고 메시지도 있고, 웃음의 7할을 책임진 성유빈 배우의 연기가 가장 기억이 많이 남았다. 나름 볼만했다 ㅎㅎ ",7
더 킹,현실을 잘 반영한 영화입니다. ,10
레드 노티스,진짜 이건 아니다 ㅎㅎ 말장난만하다가 끝남 ㅋ 액션도 없고 두번에 끊어보다가 포기함 ㅎㅎ ,2
이터널스,야 하루종일 왠 사랑타령이야! 하루종일 뽀뽀만 쳐하다가 왜 길가메시 만 죽여 장난하냐??? ,1
비바리움,처음에만 그럴싸하고 반전없음. 등장인물증 악마 새끼 후들겨 패고 싶음 ,2
레드 노티스,"드웨인 존슨 , 라이언 레이놀즈 두 분이 나온데서 보았는데... 너무 기대를 했나요.액션이... 이 정도는 아니였던거 같은데... 갈 가도트?! 원더우먼 보다 만 이유가 이랬나봐요;;;액션이 어.... 음.... 네. ",4
장르만 로맨스,로코인줄 알고 봤는데 .... 속았다 ,2
장르만 로맨스,그냥..저냥..ㅎ볼게없어서 보긴했는데 기대안하고본것치고 그냥그래요 ,6
이터널스,마블의 스케일이 더 커진것 같아서 엄청 기대한다 스파이더맨 노웨이홈도 기대된다 ,10
무수단,음...중간에 확실히 느낄수있는건 분명 이건 북한영화닷!이란 확신 ㅎ 진짜 감독 안부끄럽나? 진짜 북한에서 만들어도 이것보단 낫겠다. 도대체 시나리오짤때 머하는건지. 아니 한번도 눈에 띄지않는 대상을 갑자기 돌연변이라고 부르질않나 괴생명체 눈깔에 보이는장면만 보여주고 도대체가 종반까지 제대로 보여주지도않고. 돌연변이 숙주라면서 어떻게 사람을 죽이는건지 한번도 제대로 나오질않는다. 돌연변이가 남이든 북이든 다 쓸어버린다면서 그게 만약 감염때문에 그런건지 괴물의 물리적힘  때문에 그런건지...진짜 역대급 쓰렉 영화닺 ,2
1984 최동원,80년대를 생각하며 잘 봤습니다 ,10
더블패티,오글거리면서도 가슴속에 뜨끈한 국밥 한 그릇이 팔팔 끓고 있는것 같네요. ,10
이터널스,기대보다별로..지루하고 뜬금포같은 장면이 많음..글고 주연 여배우가 내취향이 아니라 별로였음 ,4
걸캅스,오또케 오또케 오또케 오또케 ,1
듄,장시간이 어떻게 지나갔는지 모르겠네요... ,10
모가디슈,테러 영화를 굉장히 좋아하는 사람으로서 영상미와 영상에서의 소리 등이 매우 보는 사람의 마음을 움찔움찔하게 만들고 영화를 볼때 긴장이 되고 중간중간에 놀라는 부분이 있긴 한데 영화를 보고 난 후에도 계속 기억에 남고 또 보고싶은 영화입니다. 배우들더 연기를 너무 잘해서 몰입도 훨씬 잘 되고 실제상황을 연출한 영화이기 때문에 더 재밌었고 마음이 슬퍼지는 영화였습니다. ,10
라스트 모히칸,이건 죽기전에 꼭 봐야 할 명작 ,10
이터널스,그냥 마블스러운 영화로 재미있음 ,9
쥬라기 월드: 폴른 킹덤,정말 잼있게 보았습니다 ,10
듄,친절하지 않은 스토리 구성이지만 사전 지식을 알고 본다면 더 재밌게 볼 수 있습니다. 영상미는 대단.. ,9
이터널스,재미없다. 시간이 아깝다. ,2
이터널스,최악입니다.악둥의악상오브더악 ,2
장르만 로맨스,안 웃기다고 하는 분들은 감성이 없는건가요저근 보는내내 웃고 나왔는데요 ,10
장르만 로맨스,웃기려면 더 웃겼어야 했고 원톱 주인공보단 다른 캐릭터가 훨씬 임팩트 있었음 그래도 마지막 장면이 깔끔했던 영화 ,7
지존계상,유덕화 헤어스타일은 지금봐도 예술인듯 ,10
디어 에반 핸슨,"한국어버전노래듣고 너무 좋아서 영화까지 보게됐는데, 스토리는 한국정서상 맞지 않을 수 있어도 노래만 듣는데 힐링되네요.배우들 연기와 노래는 훌륭하구 영상미도 좋아용! 두 번 보려구요 ",10
싱크홀,언제 끝나나 기다림 잼 없어요 ,2
장르만 로맨스,역시 류배우님~빠져드는 연기.목소리 ~일품입니당! ,10
아메리칸 셰프,정말 배고파진다... ,9
듄,소설이 있었다는 것도 영화를 봐서 알았어요이 러닝타임이 원작1편의 반절에 불과하다니;;벌써 듄2가 기대됩니다!! ,10
듄,"연출, 연기, 음악 등은 나무랄 데가 없지만 스토리 자체가 그동안 많이 보아온 중세물 혹은 판타지물의 재탕입니다. 새로울 게 없는 이야기 구조가 아쉽네요. 근본적인 문제라 어떻게 고칠 도리도 없네요. 아무튼 감동 면에서는 보통입니다. ",7
